,alias,categories,coordinates,display_phone,is_closed,location,name,price,rating,review_count,transactions,url,permanently closed,outdoor_seating,price_cat,delivery,restaurant_reservation,pickup,zip_code,latitude,longitude,total_restaurants_in_zip,Population Density 
847,the-juiice-box-brooklyn-5,American (Casual),"{'latitude': 40.6941, 'longitude': -73.92681}",(718) 484-7078,False,"{'address1': '852 Bushwick Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['852 Bushwick Ave', 'Brooklyn, NY 11221']}",The Juiice Box,,4.0,23,"['delivery', 'pickup']",https://www.yelp.com/biz/the-juiice-box-brooklyn-5?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,1,0,1,11221,40.6941,-73.92681,155.0,60559.1
848,9th-avenue-saloon-new-york,Bars,"{'latitude': 40.76074, 'longitude': -73.99062}",,True,"{'address1': '656 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['656 9th Ave', 'New York, NY 10036']}",9th Avenue Saloon,$,3.5,89,[],https://www.yelp.com/biz/9th-avenue-saloon-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,one,0,0,0,10036,40.76074,-73.99062,672.0,54427.5
849,fedora-new-york-2,European,"{'latitude': 40.73457, 'longitude': -74.00306}",(646) 449-9336,True,"{'address1': '239 W 4th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['239 W 4th St', 'New York, NY 10014']}",Fedora,$$$,4.0,365,[],https://www.yelp.com/biz/fedora-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,three,0,0,0,10014,40.73457,-74.00306,440.0,55901.7
850,seamores-new-york-13,Seafood,"{'latitude': 40.7141804777842, 'longitude': -74.0155678242445}",(646) 585-7380,False,"{'address1': '250 Vesey St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10281', 'country': 'US', 'state': 'NY', 'display_address': ['250 Vesey St', 'New York, NY 10281']}",Seamore's,$$,3.5,118,"['delivery', 'pickup']",https://www.yelp.com/biz/seamores-new-york-13?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10281,40.7141804777842,-74.0155678242445,15.0,
851,mortons-the-steakhouse-new-york-9,American (Casual),"{'latitude': 40.7097005194611, 'longitude': -74.0139538049698}",(212) 608-0171,False,"{'address1': '136 Washington St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['136 Washington St', 'New York, NY 10006']}",Morton's The Steakhouse,$$$,4.0,255,"['delivery', 'pickup']",https://www.yelp.com/biz/mortons-the-steakhouse-new-york-9?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,three,1,0,1,10006,40.7097005194611,-74.0139538049698,52.0,32132.0
852,the-rookery-brooklyn,Bars,"{'latitude': 40.7073514, 'longitude': -73.9221093}",(718) 483-8048,False,"{'address1': '425 Troutman St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['425 Troutman St', 'Brooklyn, NY 11237']}",The Rookery,$$,4.0,305,[],https://www.yelp.com/biz/the-rookery-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,0,0,0,11237,40.7073514,-73.9221093,279.0,55400.8
853,locksmith-bar-new-york,Latin American,"{'latitude': 40.8573807, 'longitude': -73.9325659}",(212) 304-9463,False,"{'address1': '4463 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10040', 'country': 'US', 'state': 'NY', 'display_address': ['4463 Broadway', 'New York, NY 10040']}",Locksmith Bar,$$,4.0,378,"['delivery', 'pickup']",https://www.yelp.com/biz/locksmith-bar-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10040,40.8573807,-73.9325659,87.0,120133.3
854,turks-inn-brooklyn,Middle Eastern/Mediterranean,"{'latitude': 40.70554, 'longitude': -73.922316}",(718) 215-0025,False,"{'address1': '234 Starr St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['234 Starr St', 'Brooklyn, NY 11237']}",Turk's Inn,$$$,4.5,56,"['delivery', 'pickup']",https://www.yelp.com/biz/turks-inn-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,three,1,0,1,11237,40.70554,-73.922316,279.0,55400.8
855,hudson-view-restaurant-new-york,American (Casual),"{'latitude': 40.8506554, 'longitude': -73.9378953}",(212) 781-0303,False,"{'address1': '770 W 181st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10033', 'country': 'US', 'state': 'NY', 'display_address': ['770 W 181st St', 'New York, NY 10033']}",Hudson View Restaurant,$$,3.0,209,"['delivery', 'pickup']",https://www.yelp.com/biz/hudson-view-restaurant-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,10033,40.8506554,-73.9378953,131.0,100108.6
856,the-wilson-new-york-2,Breakfast & Brunch,"{'latitude': 40.74587, 'longitude': -73.99265}",(212) 529-2671,False,"{'address1': '132 W 27th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['132 W 27th St', 'New York, NY 10001']}",The Wilson,,4.5,165,"['delivery', 'pickup']",https://www.yelp.com/biz/the-wilson-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,1,0,1,10001,40.74587,-73.99265,550.0,36638.7
857,sofrito-new-york-new-york,European,"{'latitude': 40.8272924385247, 'longitude': -73.9553674986725}",(212) 754-5999,False,"{'address1': '679 Riverside Dr', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10031', 'country': 'US', 'state': 'NY', 'display_address': ['679 Riverside Dr', 'New York, NY 10031']}",Sofrito New York,$$,2.5,602,[],https://www.yelp.com/biz/sofrito-new-york-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,0,0,0,10031,40.8272924385247,-73.9553674986725,127.0,90523.6
858,augustine-new-york,European,"{'latitude': 40.71141, 'longitude': -74.006814}",(212) 375-0010,True,"{'address1': '5 Beekman St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['5 Beekman St', 'New York, NY 10038']}",Augustine,$$$,4.0,246,[],https://www.yelp.com/biz/augustine-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,three,0,0,0,10038,40.71141,-74.006814,216.0,70556.6
859,uluh-new-york,Chinese,"{'latitude': 40.7293403, 'longitude': -73.9866071}",(917) 261-5963,False,"{'address1': '152 2nd Ave', 'address2': 'Ste A', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['152 2nd Ave', 'Ste A', 'New York, NY 10003']}",Uluh,$$$,4.0,286,"['delivery', 'pickup']",https://www.yelp.com/biz/uluh-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,three,1,0,1,10003,40.7293403,-73.9866071,714.0,98998.8
860,newyorktitlan-brooklyn,Breakfast & Brunch,"{'latitude': 40.6990509033203, 'longitude': -73.9129409790039}",(347) 715-5387,False,"{'address1': '1525 Gates Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['1525 Gates Ave', 'Brooklyn, NY 11237']}",Newyorktitlan,$$,5.0,142,[],https://www.yelp.com/biz/newyorktitlan-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,0,0,0,11237,40.6990509033203,-73.9129409790039,279.0,55400.8
861,brookvin-brooklyn,European,"{'latitude': 40.6652526855469, 'longitude': -73.9825668334961}",(718) 768-9463,False,"{'address1': '381 7th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['381 7th Ave', 'Brooklyn, NY 11215']}",Brookvin,$$,4.0,299,[],https://www.yelp.com/biz/brookvin-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,0,0,0,11215,40.6652526855469,-73.9825668334961,353.0,31902.9
862,sugar-hill-cafe-new-york,Breakfast & Brunch,"{'latitude': 40.8242199, 'longitude': -73.9456}",(212) 234-2024,False,"{'address1': '410 W 145th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10031', 'country': 'US', 'state': 'NY', 'display_address': ['410 W 145th St', 'New York, NY 10031']}",Sugar Hill Cafe,$,4.0,360,"['pickup', 'delivery']",https://www.yelp.com/biz/sugar-hill-cafe-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,one,1,0,1,10031,40.8242199,-73.9456,127.0,90523.6
863,los-tres-chiflados-brooklyn,Mexican,"{'latitude': 40.645497, 'longitude': -73.958364}",(347) 350-6152,False,"{'address1': '1046 Flatbush Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11226', 'country': 'US', 'state': 'NY', 'display_address': ['1046 Flatbush Ave', 'Brooklyn, NY 11226']}",Los Tres Chiflados,$$,4.0,103,"['pickup', 'delivery']",https://www.yelp.com/biz/los-tres-chiflados-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11226,40.645497,-73.958364,232.0,76237.1
864,88-lan-zhou-handmade-noodle-new-york,Noodles,"{'latitude': 40.715522, 'longitude': -73.996762}",(646) 683-0939,True,"{'address1': '40 Bowery St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['40 Bowery St', 'New York, NY 10013']}",88 Lan Zhou Handmade Noodle,$,4.0,1838,[],https://www.yelp.com/biz/88-lan-zhou-handmade-noodle-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,one,0,0,0,10013,40.715522,-73.996762,537.0,48772.7
865,river-thai-new-york-2,South Asian,"{'latitude': 40.82685, 'longitude': -73.94666}",(646) 490-8290,False,"{'address1': '1766 Amsterdam Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10031', 'country': 'US', 'state': 'NY', 'display_address': ['1766 Amsterdam Ave', 'New York, NY 10031']}",River Thai,,4.5,63,"['delivery', 'pickup']",https://www.yelp.com/biz/river-thai-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,1,0,1,10031,40.82685,-73.94666,127.0,90523.6
866,lucali-brooklyn-3,Pizza,"{'latitude': 40.6818, 'longitude': -74.00024}",(718) 858-4086,False,"{'address1': '575 Henry St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['575 Henry St', 'Brooklyn, NY 11231']}",Lucali,$$,4.5,1601,[],https://www.yelp.com/biz/lucali-brooklyn-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,0,0,0,11231,40.6818,-74.00024,173.0,23800.0
867,il-divo-new-york-2,European,"{'latitude': 40.76816, 'longitude': -73.959204}",(212) 380-8164,False,"{'address1': '1347 2nd Ave At E 71st St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10021', 'country': 'US', 'state': 'NY', 'display_address': ['1347 2nd Ave At E 71st St', 'New York, NY 10021']}",Il Divo,,4.0,66,"['pickup', 'delivery']",https://www.yelp.com/biz/il-divo-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,1,0,1,10021,40.76816,-73.959204,162.0,108864.6
868,rolfs-bar-and-restaurant-new-york,Bars,"{'latitude': 40.73803, 'longitude': -73.98353}",(212) 477-4750,False,"{'address1': '281 3rd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['281 3rd Ave', 'New York, NY 10010']}",Rolf's Bar & Restaurant,$$$,2.5,994,[],https://www.yelp.com/biz/rolfs-bar-and-restaurant-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,three,0,0,0,10010,40.73803,-73.98353,269.0,78604.4
869,peaches-hothouse-brooklyn,American (Casual),"{'latitude': 40.6833699737169, 'longitude': -73.9437798410654}",(718) 483-9111,False,"{'address1': '415 Tompkins Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['415 Tompkins Ave', 'Brooklyn, NY 11216']}",Peaches HotHouse,$$,4.0,1202,"['delivery', 'pickup']",https://www.yelp.com/biz/peaches-hothouse-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11216,40.6833699737169,-73.9437798410654,212.0,58197.9
870,lillo-cucina-italiana-brooklyn,European,"{'latitude': 40.69023, 'longitude': -73.99634}",(347) 763-0899,False,"{'address1': '331 Henry St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['331 Henry St', 'Brooklyn, NY 11201']}",Lillo Cucina Italiana,$$,5.0,142,[],https://www.yelp.com/biz/lillo-cucina-italiana-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,0,0,0,11201,40.69023,-73.99634,467.0,39596.1
871,uogashi-new-york-3,Japanese,"{'latitude': 40.76326, 'longitude': -73.98671}",(646) 678-3008,False,"{'address1': '318 West 51st St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['318 West 51st St', 'New York, NY 10019']}",UOGASHI,,4.5,76,['restaurant_reservation'],https://www.yelp.com/biz/uogashi-new-york-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,0,1,0,10019,40.76326,-73.98671,720.0,56986.1
872,l-appart-new-york,European,"{'latitude': 40.712708, 'longitude': -74.015919}",(212) 981-8577,False,"{'address1': '225 Liberty St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10281', 'country': 'US', 'state': 'NY', 'display_address': ['225 Liberty St', 'New York, NY 10281']}",L'Appart,$$$$,5.0,99,['delivery'],https://www.yelp.com/biz/l-appart-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,four,1,0,0,10281,40.712708,-74.015919,15.0,
873,the-healthy-kitchen-the-bronx,American (Casual),"{'latitude': 40.85035, 'longitude': -73.851727}",(347) 464-0319,False,"{'address1': '1135C Morris Park Ave', 'address2': '', 'address3': None, 'city': 'The Bronx', 'zip_code': '10461', 'country': 'US', 'state': 'NY', 'display_address': ['1135C Morris Park Ave', 'The Bronx, NY 10461']}",The Healthy Kitchen,$$,4.0,82,"['delivery', 'pickup']",https://www.yelp.com/biz/the-healthy-kitchen-the-bronx?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,10461,40.85035,-73.851727,160.0,21850.8
874,el-camion-new-york,Mexican,"{'latitude': 40.7291, 'longitude': -73.98105}",(212) 533-5436,False,"{'address1': '194 Ave A', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['194 Ave A', 'New York, NY 10009']}",El Camion,$$,4.0,697,"['pickup', 'delivery']",https://www.yelp.com/biz/el-camion-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10009,40.7291,-73.98105,319.0,100237.0
875,slow-loris-brooklyn,Japanese,"{'latitude': 40.6601311, 'longitude': -73.9607934}",(718) 484-7170,False,"{'address1': '556 Flatbush Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['556 Flatbush Ave', 'Brooklyn, NY 11225']}",Slow Loris,$$,4.0,99,"['delivery', 'pickup']",https://www.yelp.com/biz/slow-loris-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,11225,40.6601311,-73.9607934,146.0,67444.4
876,the-edge-harlem-new-york,American (New),"{'latitude': 40.8199158, 'longitude': -73.9460373}",(212) 939-9688,False,"{'address1': '101 Edgecombe Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10030', 'country': 'US', 'state': 'NY', 'display_address': ['101 Edgecombe Ave', 'New York, NY 10030']}",The Edge Harlem,$$,4.0,623,"['delivery', 'pickup']",https://www.yelp.com/biz/the-edge-harlem-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,10030,40.8199158,-73.9460373,27.0,105863.1
877,eleven36-brooklyn-3,Bakeries and Desserts,"{'latitude': 40.6681278, 'longitude': -73.9530722}",(929) 210-0439,False,"{'address1': '1136 President St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['1136 President St', 'Brooklyn, NY 11225']}",ELEVEN36,$,4.5,43,"['delivery', 'pickup']",https://www.yelp.com/biz/eleven36-brooklyn-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,one,1,0,1,11225,40.6681278,-73.9530722,146.0,67444.4
878,boqueria-new-york-16,European,"{'latitude': 40.771522, 'longitude': -73.956073}",(212) 343-2227,False,"{'address1': '1460 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10075', 'country': 'US', 'state': 'NY', 'display_address': ['1460 2nd Ave', 'New York, NY 10075']}",Boqueria,$$$,4.0,744,"['pickup', 'delivery']",https://www.yelp.com/biz/boqueria-new-york-16?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,three,1,0,1,10075,40.771522,-73.956073,98.0,132095.7
879,le-sia-new-york,Seafood,"{'latitude': 40.728886, 'longitude': -73.989841}",(646) 370-6423,True,"{'address1': '11 E 7th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['11 E 7th St', 'New York, NY 10003']}",Le Sia,$$,4.0,238,"['delivery', 'pickup']",https://www.yelp.com/biz/le-sia-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,two,1,0,1,10003,40.728886,-73.989841,714.0,98998.8
880,boucherie-west-village-new-york-3,Bars,"{'latitude': 40.733063, 'longitude': -74.0028772}",(212) 837-1616,False,"{'address1': '99 7th Ave S', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['99 7th Ave S', 'New York, NY 10014']}",Boucherie West Village,$$$,4.5,1509,"['delivery', 'pickup']",https://www.yelp.com/biz/boucherie-west-village-new-york-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,three,1,0,1,10014,40.733063,-74.0028772,440.0,55901.7
881,dale-view-biscuits-and-beer-brooklyn,Cafes,"{'latitude': 40.65893, 'longitude': -73.95064}",(347) 240-5110,False,"{'address1': '1170 Nostrand Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['1170 Nostrand Ave', 'Brooklyn, NY 11225']}",Dale View Biscuits and Beer,$,4.5,90,[],https://www.yelp.com/biz/dale-view-biscuits-and-beer-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,one,0,0,0,11225,40.65893,-73.95064,146.0,67444.4
882,east-ocean-palace-forest-hills-2,Chinese,"{'latitude': 40.7177701592445, 'longitude': -73.8353998214006}",(718) 268-1668,False,"{'address1': '113-09 Queens Blvd', 'address2': '', 'address3': '', 'city': 'Forest Hills', 'zip_code': '11375', 'country': 'US', 'state': 'NY', 'display_address': ['113-09 Queens Blvd', 'Forest Hills, NY 11375']}",East Ocean Palace,$$,3.5,336,"['delivery', 'pickup']",https://www.yelp.com/biz/east-ocean-palace-forest-hills-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11375,40.7177701592445,-73.8353998214006,215.0,35171.0
883,pegasus-brooklyn,American (Casual),"{'latitude': 40.6232147216797, 'longitude': -74.0314636230469}",(718) 748-6977,False,"{'address1': '8610 3rd Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['8610 3rd Ave', 'Brooklyn, NY 11209']}",Pegasus,$$,4.0,358,"['pickup', 'delivery']",https://www.yelp.com/biz/pegasus-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11209,40.6232147216797,-74.0314636230469,278.0,33569.8
884,taqueria-kermes-ridgewood,Mexican,"{'latitude': 40.70785, 'longitude': -73.89798}",(347) 463-9263,False,"{'address1': '66-36 Fresh Pond Rd', 'address2': None, 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['66-36 Fresh Pond Rd', 'Ridgewood, NY 11385']}",Taqueria Kermes,$$,4.0,403,"['pickup', 'delivery']",https://www.yelp.com/biz/taqueria-kermes-ridgewood?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,11385,40.70785,-73.89798,318.0,27472.6
885,clay-pot-east-village-new-york-2,Chinese,"{'latitude': 40.7279880270274, 'longitude': -73.9865907985248}",(646) 434-6449,False,"{'address1': ""58 St Mark's Pl"", 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': [""58 St Mark's Pl"", 'New York, NY 10003']}",Clay Pot - East Village,$$,4.5,318,"['delivery', 'pickup']",https://www.yelp.com/biz/clay-pot-east-village-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10003,40.7279880270274,-73.9865907985248,714.0,98998.8
886,mori-brooklyn,European,"{'latitude': 40.671718, 'longitude': -73.983902}",(347) 799-1175,True,"{'address1': '351 5th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['351 5th Ave', 'Brooklyn, NY 11215']}",Mori,$$,4.5,128,"['pickup', 'delivery']",https://www.yelp.com/biz/mori-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,two,1,0,1,11215,40.671718,-73.983902,353.0,31902.9
887,somtum-der-redhook-new-york,South Asian,"{'latitude': 40.67707, 'longitude': -74.01343}",(347) 227-7889,False,"{'address1': '380 Van Brunt St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['380 Van Brunt St', 'New York, NY 11231']}",Somtum Der Redhook,,4.5,30,"['delivery', 'pickup']",https://www.yelp.com/biz/somtum-der-redhook-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,1,0,1,11231,40.67707,-74.01343,173.0,23800.0
